products_model,categories_name,products_name,slug,image,products_description,,
A-436,S,Spyridon & Nicodemus the Prosphora Bakers,Spyridon-and-Nicodemus-the-Prosphora-Bakers,A-436-Icon-SS-Spyridon-Nicodemus.png,"<b>Saints Spyridon and Nicodemus the Prosphora Bakers<br />
of the Kiev Caves Lavra</b>
<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/October/Oct-31/SS-Spyridon-Nicodemus-Prosphora-Bakers.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
D-52,S,Spyridon lithographed print (wallet size),Spyridon-wallet-size,A-384-Icon-St-Spyridon.png,"<b>Saint Spyridon lithographed print</b><br />
2-<sup>1</sup>&#8260;<sub>4</sub> x 3-<sup>3</sup>&#8260;<sub>8</sub> inches<br />
<p>See <a href=""http://tyoos.org/Lives-of-Saints/December/Dec-12/St-Spyridon.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
H-238,Greek,St Anthony's Greek Orthodox Monastery: Vigil of St Anthony,St-Anthonys-Greek-Orthodox-Monastery-Vigil-of-St-Anthony,NULL,,,
B-504,Other,Starets Paisii Velichkovskii,Starets-Paisii-Velichkovskii,B-504-Starets-Paisii-Velichvoksii.png,"<i>Starets Paisii Velichkovskii: His Life Teachings and Influence on Orthodox Monasticism </i>
by Fr. Sergii Chetverikov. Translated from the Russian by Vasily Lickwar and Alexander I. Lisenko (Nordland Publishing Company: Belmont MA 1980). Paperback 339 pp. <br /><br />
A detailed biographical study of Saint Pa&#x00EF;sius (Velichkovsky) scholarly yet accessible written by Protopresbyter Sergii Chetverikov (1867-1947). Based on original research conducted in both Russia and Romania it covers the saint’s life teachings and influence on Orthodox monasticism. Includes a bibliography of both manuscript sources and printed material as well as three appendices with translations of primary sources.",,
A-122,S,Stephen,Stephen,A-122-Icon-St-Stephen.png,"<b>Saint Stephen</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/December/Dec-27/St-Stephen.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
M-654,Medals,St. George Silver Medal,St-George-Silver-Medal,m654.jpg,"<b>Saint George the Great Martyr Silver Medal</b><br />
<b>¾ x 1 inch</b><br />
<em>available in silver only</em>
<p />
<!-- 
Happi Multi Pix Happi-1: This makes one extra view pushes graphic as far right as possible.
Thumb is sized at height of 80 to match the other graphic's height. 
// -->
<SCRIPT LANGUAGE=""JavaScript"" type=""text/javascript"">
  <!--
    function ShowPopup(pagenameoptions)
    {
    Window = window.open(pagenameoptions);
    }
// -->
</SCRIPT>

<TABLE WIDTH=""100%"" BORDER=0 CELLSPACING=6 CELLPADDING=6>
<TR><TD height=""5em""></TR>

  <TR>
  <TD width=""91%"">
  </TD>
  <TD align=""center"">
  <a href=""javascript:;"" onClick=""ShowPopup('images/m654-back.jpg''popup''resizable=yeswidth=800height=600');"">
  <img src=""images/m654-back.jpg"" width=""51"" height=""80"" border=""0""></a>
  </TD>
  </TR>

  <TR>
  <TD width=""85%"">
  </TD>
  <TD align=""center""> 
  <font face=""Georgia"" size=""1"">Back</font>
  </TD>
  </TR> 

</TABLE>",,
H-222,English,St Lawrence Orthodox Church�What Earthly Joy,St-Lawrence-Orthodox-Church-What-Earthly-Joy,h222.jpg,,,
B-33,Other,"Struggle Against Ecumenism, Paper bound",Struggle-Against-Ecumenism-Paper-bound,b033.jpg,"<b>The Struggle Against Ecumenism</b> <br />
<em>Holy Orthodox Church in North America. 1998.<br />
Sewn paperback. 348 pages.</em>
<p />
Why are Orthodox Christians divided into those who follow
the ""Old Calendar"" and the ""New Calendar?"" How did the
""New Calendar"" come into being? Why was it adopted by the
State Church of Greece in 1924 and under what circumstances? <em>The Struggle Against Ecumenism</em> was written to
answer these questions. It provides a history of the events in
Greece that led to the adoption of the ""New"" or ""Gregorian""
Calendar in 1924 how the traditional Orthodox Christians of
Greece opposed it and what they suffered because of it. It is
the most complete such history in the English language and
provides the texts of many original documents-the writings
and encyclicals of those responsible for adopting the New
Calendar and of those who led the opposition to it-so that
the faithful can judge for themselves. Its purpose is to furnish
a detailed chronicle of the ""Old Calendar Movement"" in
Greece and by extension America and to demonstrate that the New Calendar was adopted as part of the larger program of Ecumenism which seeks to unite the Orthodox Church with all other denominations and even religions and has brought disaster to those who have participated in it.",,
A-123,S,Stylianus,Stylianus,A-123-Icon-St-Stylianus.png,"<b>Saint Stylianus</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/November/Nov-26/St-Stylianus.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
J-36,MiscellAneous,Sunshine Cloth,Sunshine-Cloth,j036.jpg,Safely cleans jewelry gold silver brass copper glass mirrors and most other surfaces leaving a deep long-lasting lustre. Great for shining up metal icons crosses and other metal items found on this web site. Imported from Japan.,,
B-35,Monastery,Supplicatory Canon to our Lady Quick-to-Hear,Supplicatory-Canon-to-our-Lady-Quick-to-Hear,b035.jpg,"<b>The Supplicatory Canon to our Lady Quick-to-Hear-Paper bound</b><br />
<em>Translated by the Holy Transfiguration Monastery. 2001.</em>
<p />
The Service of the Supplicatory Canon for the wonderworking icon of our Most Holy Lady the Theotokos Quick-to-Hear composed by our righteous Father Nicodemus of
Mount Athos. Metered according to the Byzantine usage.",,
B-44,Monastery,Supplicatory Canon to St George,Supplicatory-Canon-to-St-George,b044.jpg,"<b>Supplicatory Canon to the Holy Great Martyr George the Trophy-bearer Paper bound</b><br />
<em>Original composition in English by the Holy Transfiguration Monastery. 2006.<br />
28 pages. Two-color printing throughout.</em>
<p />
The <em>Supplicatory Canon to the Holy Great Martyr George</em> is an original work by the monks of the Holy Transfiguration Monastery. A full-color icon of St George by the late icon master Photius Kontoglou adorns the cover. Black with red printing throughout. The Plagal of Fourth Tone canon which is in English is metered according to the familiar Greek melodies. The canon is presented as a full service complete with the Priest's petitions and exclamations.",,
L-38,III (Best Incense),Sweet Basil,Sweet-Basil,L038-SweetBasil.jpg,<p>Made using pure essence of sweet basil this incense has a fresh herb scent with overtones of anise.</p>,,
A-21,Mother of God,Sweet-kissing,Sweet-kissing,A-21_Sweet_Kissing.png A-21-A-5_Christ-and-Theotokos-Set.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>
This icon together with <a href=""product_info.php/products_id/85"">Christ the Lightgiver</a> (sold separately) make a matching set.
</p>",,
A-323,Mother of God,Sweet-kissing (Detail) by Kontoglou,Sweet-kissing-Detail-by-Kontoglou,A-323_Icon_Theotokos_Sweet_Kissing_Kontoglou.png,<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
L-19,II (Better Incense),Sweet Marjoram,Sweet-Marjoram,L019-SweetMarjoram.jpg,<p>Marjoram is a small herb the source of the distinctive perfume used in this incense. The fragrance of marjoram is floral but not too sweet.</p>,,
B-49,Monastery,"Symeon of Emesa, Saint",Symeon-of-Emesa-Saint,B049-St_Symeon_book.jpg,"<b>The Life of Saint Symeon of Emesa the Fool for Christ</b><br />
<em>4 x 6 &frac12; inches.<br />
144 pages.</em><br />
<p>The Life of a celebrated Fool for Christ's sake in sixth-century Syria written by Leontius Bishop of Neapolis in Cyprus who also wrote the life of Saint John the Almsgiver. A very edifying life filled with the colorful exploits of a Fool for Christ's sake a form of asceticism &ndash; in fact one of the highest forms of asceticism &ndash; that the Introduction to the book explains. See more at&nbsp;<a href=""http://www.htmp.org/saint-symeon-emesa.html"" style=""font-size: inherit"">http://www.htmp.org/saint-symeon-emesa.html</a></p>",,
A-124,S,Symeon the God-receiver,Symeon-the-God-receiver,A-124-Icon-St-Symeon.png,"<b>Saint Symeon the God-receiver</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/February/Feb-3/Synaxis-SS-Symeon-and-Anna.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-125,S,Symeon the New Theologian,Symeon-the-New-Theologian,A-125_St_Symeon_New_Theologian.png,"<b>Saint Symeon the New Theologian</b>
<p>
This icon bears two inscriptions.
The first begins with the book the saint is holding and says:<br />

<em>""Before creating I was Light""</em><br />

and the second continues with the book on the stand and says:<br />

<em>""That was the True Light Which lights every man.""</em><br />
<p>
The inscriptions refer to the Uncreated Light of the Godhead which is talked about in the saint's writings and in the Gospel of St John (1:9).<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/October/Oct-12/St-Symeon-New-Theologian.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-140,U,Synaxis of the Holy Unmercenaries,Synaxis-of-the-Holy-Unmercenaries,A-140_Icon_Synaxis_of_Holy_Unmercenaries.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>The saints depicted in this icon are:</p>
<ul>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/November/Nov-1/SS-Cosmas-Damian-of-Asia.html"" target=""_blank"">Ss. Cosmas and Damian of Asia</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/July/Jul-26/SS-Hermolaus-Hermippus-Hermocrates.html"" target=""_blank"">St. Hermolaus</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/July/Jul-27/St-Panteleimon.html"" target=""_blank"">St. Panteleimon</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/January/Jan-31/SS-Cyrus-and-John.html"" target=""_blank"">Ss. Cyrus and John</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/June/Jun-27/St-Samson-Hospitable.html"" target=""_blank"">St. Samson the Hospitable</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/July/Jul-1/SS-Cosmas-and-Damian-of-Rome.html"" target=""_blank"">Ss. Cosmas and Damian of Rome</a></u>
  </li>
  <li>St. Eutropius
  </li>
  <li>Ss. Cosmas and Damian of Arabia
  </li>
  <li>St. Anthimus
  </li>
  <li>St. Leontius
  </li>
  <li>St. Julian
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/August/Aug-16/st-diomedes.html"" target=""_blank"">St. Diomedes</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/May/May-11/St-Mocius.html"" target=""_blank"">St. Mocius</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/August/Aug-12/SS-Photius-and-Anicetus.html"" target=""_blank"">St. Anicetus</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/May/May-20/St-Thalleleus.html"" target=""_blank"">St. Thalleleus</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/February/Feb-1/St-Trypho.html"" target=""_blank"">St. Trypho</a></u>
  </li>
</ul>
<p>Click on any of the links above for information on each saint.</p>",,
D-56,U,Synaxis of the Holy Unmercenaries lithographed print,Synaxis-of-the-Holy-Unmercenaries-lithographed-print,Synaxis_of_the_Holy_Unmercenaries.jpg,"<b>Synaxis of the Holy Unmercenaries lithographed print</b><br />
9-&frac12; x 14 inches
<p>The saints depicted in this icon are:</p>
<ul>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/November/Nov-1/SS-Cosmas-Damian-of-Asia.html"" target=""_blank"">Ss. Cosmas and Damian of Asia</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/July/Jul-26/SS-Hermolaus-Hermippus-Hermocrates.html"" target=""_blank"">St. Hermolaus</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/July/Jul-27/St-Panteleimon.html"" target=""_blank"">St. Panteleimon</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/January/Jan-31/SS-Cyrus-and-John.html"" target=""_blank"">Ss. Cyrus and John</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/June/Jun-27/St-Samson-Hospitable.html"" target=""_blank"">St. Samson the Hospitable</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/July/Jul-1/SS-Cosmas-and-Damian-of-Rome.html"" target=""_blank"">Ss. Cosmas and Damian of Rome</a></u>
  </li>
  <li>St. Eutropius
  </li>
  <li>Ss. Cosmas and Damian of Arabia
  </li>
  <li>St. Anthimus
  </li>
  <li>St. Leontius
  </li>
  <li>St. Julian
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/August/Aug-16/st-diomedes.html"" target=""_blank"">St. Diomedes</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/May/May-11/St-Mocius.html"" target=""_blank"">St. Mocius</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/August/Aug-12/SS-Photius-and-Anicetus.html"" target=""_blank"">St. Anicetus</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/May/May-20/St-Thalleleus.html"" target=""_blank"">St. Thalleleus</a></u>
  </li>
  <li><u><a href=""http://tyoos.org/Lives-of-Saints/February/Feb-1/St-Trypho.html"" target=""_blank"">St. Trypho</a></u>
  </li>
</ul>
<p>Click on any of the links above for information on each saint.</p>",,
A-126,S,Synkletike,Synkletike,A-126-Icon-St-Syncletike.png,"<b>Saint Synkletike</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-5/St-Syncletike.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
L-34,III (Best Incense),Tabor,Tabor,L034-Tabor.jpg,<p>A combination of many different spices that yields a non-floral very pleasant fragrance.</p>,,
A-235,Christ,Taking Down from the Cross,Taking-Down-from-the-Cross-detail,A-235_Icon_Taking_Down_from_Cross.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Triodion/holy-friday.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-441,Christ,Taking Down from the Cross,Taking-Down-from-the-Cross,Taking_Down_from_the_Cross.jpg,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Triodion/holy-friday.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-127,T,Tamara,Tamara,A-127-Icon-St-Tamara.png,"<b>Saint Tamara</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/May/May-1/st-tamara.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
